id,name,type,abilities,moves,health,attack,defense,special-attack,special-defense,speed,height,weight,generation,shape,colour,bmi,base_stat,m/s,kEnergy
30,nidorina,poison,"poison-point, rivalry, hustle","scratch, cut, double-kick, headbutt, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, poison-sting, bite, growl, water-gun, ice-beam, blizzard, bubble-beam, counter, strength, thunderbolt, thunder, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, fury-swipes, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, poison-fang, aerial-ace, shock-wave, water-pulse, natural-gift, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, hone-claws, venoshock, round, echoed-voice, confide, venom-drench, stomping-tantrum",70,62,67,55,55,56,8,200,1.0,quadruped,blue,31.249999999999993,365,7.460203519999999,556.5463655982038
31,nidoqueen,"poison, ground","poison-point, rivalry, sheer-force","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, cut, double-kick, mega-kick, headbutt, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, poison-sting, bite, growl, roar, supersonic, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, fire-blast, skull-bash, fury-swipes, rest, rock-slide, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, icy-wind, detect, outrage, sandstorm, endure, charm, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, whirlpool, beat-up, uproar, torment, flatter, facade, focus-punch, taunt, helping-hand, superpower, brick-break, secret-power, rock-tomb, sand-tomb, aerial-ace, mud-shot, rock-blast, shock-wave, water-pulse, natural-gift, fling, toxic-spikes, poison-jab, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, rock-climb, stone-edge, captivate, stealth-rock, hone-claws, venoshock, smack-down, sludge-wave, round, echoed-voice, chip-away, hex, incinerate, quash, bulldoze, dragon-tail, drill-run, confide, venom-drench, power-up-punch, high-horsepower, throat-chop, stomping-tantrum, body-press, scorching-sands",90,92,87,75,85,76,13,600,1.0,upright,blue,35.50295857988165,505,10.12456192,3075.2026221574224
32,nidoran-m,poison,"poison-point, rivalry, hustle","cut, double-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, poison-sting, leer, supersonic, disable, ice-beam, blizzard, peck, counter, strength, thunderbolt, thunder, dig, toxic, confusion, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, amnesia, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, poison-tail, shock-wave, water-pulse, natural-gift, sucker-punch, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, head-smash, hone-claws, venoshock, round, echoed-voice, chip-away, drill-run, confide, venom-drench, smart-strike",46,57,40,40,40,50,5,90,1.0,quadruped,purple,36.0,273,6.660895999999999,199.65390985267197
33,nidorino,poison,"poison-point, rivalry, hustle","cut, double-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, poison-sting, leer, water-gun, ice-beam, blizzard, bubble-beam, peck, counter, strength, thunderbolt, thunder, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, amnesia, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, shock-wave, water-pulse, natural-gift, sucker-punch, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, hone-claws, venoshock, round, echoed-voice, drill-run, confide, venom-drench, smart-strike, stomping-tantrum",61,72,57,55,55,65,9,195,1.0,quadruped,purple,24.074074074074073,365,8.6591648,731.0660665772006
34,nidoking,"poison, ground","poison-point, rivalry, sheer-force","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, cut, double-kick, mega-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, poison-sting, leer, roar, supersonic, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, peck, submission, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, fire-blast, skull-bash, amnesia, rest, rock-slide, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, icy-wind, detect, outrage, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, megahorn, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, beat-up, uproar, torment, flatter, facade, focus-punch, taunt, helping-hand, superpower, brick-break, secret-power, rock-tomb, sand-tomb, mud-shot, rock-blast, shock-wave, water-pulse, natural-gift, fling, sucker-punch, toxic-spikes, poison-jab, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, rock-climb, stone-edge, captivate, stealth-rock, hone-claws, venoshock, smack-down, sludge-wave, round, echoed-voice, chip-away, hex, incinerate, quash, bulldoze, dragon-tail, drill-run, confide, venom-drench, power-up-punch, high-horsepower, throat-chop, smart-strike, stomping-tantrum, body-press, scorching-sands",81,102,77,85,75,85,14,620,1.0,upright,purple,31.632653061224495,505,11.323523199999999,3974.8875074890843
35,clefairy,fairy,"cute-charm, magic-guard, friend-guard","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, psybeam, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, night-shade, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, swift, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, wish, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, tickle, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, healing-wish, natural-gift, fling, lucky-chant, copycat, last-resort, drain-punch, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, bestow, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, power-up-punch, spotlight, life-dew, meteor-beam, misty-explosion, dual-wingbeat, tera-blast, chilling-water, alluring-voice",70,45,48,60,65,35,6,75,1.0,upright,pink,20.833333333333336,323,4.662627199999999,81.52534652317438
36,clefable,fairy,"cute-charm, magic-guard, unaware","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, night-shade, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, swift, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, wish, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, tickle, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, healing-wish, natural-gift, fling, copycat, last-resort, drain-punch, focus-blast, giga-impact, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, power-up-punch, spotlight, laser-focus, life-dew, meteor-beam, misty-explosion, dual-wingbeat, tera-blast, chilling-water, alluring-voice",95,70,73,95,90,60,13,400,1.0,upright,pink,23.668639053254434,483,7.9930752,1277.7850230571007
37,vulpix,fire,"flash-fire, drought","headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, flail, spite, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, baton-pass, encore, iron-tail, hidden-power, sunny-day, psych-up, heat-wave, will-o-wisp, memento, facade, helping-hand, role-play, imprison, grudge, secret-power, weather-ball, overheat, extrasensory, howl, covet, healing-wish, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, nasty-plot, zen-headbutt, captivate, ominous-wind, flame-burst, flame-charge, foul-play, round, hex, incinerate, inferno, tail-slap, snarl, confide, mystical-fire, baby-doll-eyes, burning-jealousy, tera-blast",38,41,40,50,65,65,6,99,1.0,quadruped,brown,27.500000000000004,299,8.6591648,371.1566184161172
38,ninetales,fire,"flash-fire, drought","headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, hyper-beam, solar-beam, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, night-shade, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, dream-eater, rest, substitute, flame-wheel, snore, curse, flail, spite, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, baton-pass, encore, iron-tail, hidden-power, sunny-day, psych-up, shadow-ball, heat-wave, will-o-wisp, memento, facade, helping-hand, role-play, imprison, grudge, secret-power, weather-ball, fake-tears, overheat, extrasensory, howl, covet, calm-mind, healing-wish, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, ominous-wind, psyshock, flame-charge, foul-play, round, stored-power, hex, incinerate, inferno, tail-slap, snarl, confide, mystical-fire, baby-doll-eyes, laser-focus, burning-jealousy, scorching-sands, tera-blast",73,76,75,81,100,100,11,199,1.0,quadruped,yellow,16.446280991735534,505,13.321791999999999,1765.8279138080763
39,jigglypuff,"normal, fairy","cute-charm, competitive, friend-guard","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, energy-ball, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, confide, dazzling-gleam, power-up-punch, body-press, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water, alluring-voice, psychic-noise",115,45,20,45,25,20,5,55,1.0,humanoid,pink,22.0,270,2.6643584,19.521715630039036
40,wigglytuff,"normal, fairy","cute-charm, competitive, frisk","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, power-up-punch, laser-focus, body-press, expanding-force, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water, alluring-voice, psychic-noise",140,70,45,85,50,45,10,120,1.0,humanoid,pink,12.0,435,5.9948064,215.62622264088577
41,zubat,"poison, flying","inner-focus, infiltrator","razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, absorb, mega-drain, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, feint-attack, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, nasty-plot, zen-headbutt, defog, cross-poison, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat",40,45,35,30,40,55,8,75,1.0,wings,purple,11.718749999999998,245,7.3269855999999995,201.31769243477757
